Employee Number,Employee Full Name,Date of Birth,Gender,Position Type,Division,Function Name,Recruitment Type,Joined On,Confirmation Date,Position Job Level (Label),Employee Type,Employee Status,Assignment Status,Last Promotion Date
772465,Sai Krishna,11-01-2006,Male,Contract,Division B,Operations,Internal,24-11-2020,03-08-2020,Senior,Contractual,Inactive,Assigned,27-09-2021
617780,Aarav Sharma,15-07-2000,Female,Contract,Division C,Operations,Internal,12-02-2022,25-11-2021,Lead,Permanent,Active,Assigned,16-07-2021
644390,Riya Pandey,17-06-1970,Female,Contract,Division C,Operations,Internal,25-06-2022,03-11-2021,Junior,Permanent,Active,Unassigned,05-01-2020
760206,Vivaan Patel,25-09-2005,Male,Contract,Division A,Operations,Internal,06-08-2021,30-04-2021,Mid,Temporary,Active,Unassigned,11-09-2023
280185,Ananya Mehta,03-03-2004,Male,Part-time,Division C,Operations,External,11-12-2020,28-06-2020,Senior,Contractual,Inactive,Assigned,29-04-2024
151033,Anika Desai,24-08-2001,Male,Contract,Division B,Operations,Internal,30-05-2020,30-05-2019,Senior,Contractual,Inactive,Assigned,25-09-2023
684117,Aarya Mishra,10-11-1983,Female,Full-time,Division A,Marketing,Internal,18-01-2021,11-07-2020,Senior,Contractual,Active,Unassigned,27-07-2023
344246,Aarav Sharma,22-05-1996,Male,Part-time,Division A,Marketing,External,22-11-2021,01-11-2021,Senior,Temporary,Active,Unassigned,15-04-2021
283246,Ira Joshi,10-06-1969,Male,Part-time,Division A,Marketing,Internal,20-07-2020,15-02-2020,Mid,Contractual,Active,Assigned,08-08-2021
253968,Vihaan Agarwal,20-05-1969,Male,Part-time,Division A,Operations,External,24-02-2023,23-11-2022,Lead,Permanent,Active,Unassigned,10-09-2023
901100,Aarya Mishra,16-01-2000,Male,Part-time,Division C,Marketing,External,14-02-2023,10-02-2020,Lead,Permanent,Active,Assigned,02-05-2021
524946,Avni Shukla,22-01-2006,Male,Part-time,Division B,Operations,External,08-06-2024,27-07-2023,Lead,Contractual,Active,Unassigned,27-12-2021
819868,Ira Joshi,11-01-1971,Female,Part-time,Division C,Operations,Internal,20-06-2020,03-10-2019,Senior,Temporary,Active,Assigned,01-12-2023
717315,Arjun Reddy,13-05-1993,Female,Full-time,Division B,Operations,Internal,30-01-2024,15-04-2022,Junior,Contractual,Inactive,Unassigned,25-07-2023
208036,Aarohi Jain,25-04-1974,Male,Full-time,Division C,Marketing,Internal,05-11-2023,24-12-2020,Junior,Temporary,Inactive,Assigned,10-11-2022
769942,Reyansh Gupta,01-01-2000,Male,Full-time,Division A,Operations,External,18-05-2023,05-01-2022,Senior,Permanent,Active,Assigned,20-05-2021
559028,Ananya Mehta,03-04-1994,Male,Part-time,Division C,Operations,External,23-12-2021,14-06-2021,Junior,Temporary,Active,Assigned,31-10-2022
930720,Ayaan Roy,31-05-1993,Male,Full-time,Division C,Operations,Internal,10-07-2020,20-03-2020,Senior,Temporary,Active,Assigned,24-02-2024
486027,Arjun Reddy,09-10-1973,Male,Contract,Division B,Operations,Internal,30-09-2023,13-04-2023,Lead,Permanent,Inactive,Unassigned,16-08-2022
872522,Krishna Nair,16-01-1983,Female,Full-time,Division B,Operations,External,08-12-2023,11-11-2021,Lead,Contractual,Active,Assigned,03-12-2023
722348,Reyansh Gupta,16-10-1992,Male,Contract,Division A,Marketing,Internal,25-01-2024,06-12-2020,Mid,Temporary,Active,Unassigned,31-05-2021
383271,Aarohi Jain,12-06-2006,Female,Contract,Division C,Marketing,Internal,08-01-2024,14-03-2021,Mid,Temporary,Inactive,Unassigned,20-07-2024
266442,Ishaan Singh,25-07-1980,Female,Contract,Division C,Marketing,Internal,29-03-2020,20-02-2020,Junior,Temporary,Active,Assigned,22-06-2022
243881,Anika Desai,13-08-1989,Female,Part-time,Division B,Operations,External,27-02-2024,11-06-2021,Junior,Contractual,Active,Assigned,11-04-2023
275889,Ira Joshi,19-12-2003,Female,Contract,Division C,Operations,External,14-05-2022,08-09-2021,Senior,Permanent,Active,Unassigned,23-11-2020
872126,Reyansh Gupta,21-11-2005,Male,Contract,Division C,Marketing,Internal,10-04-2022,14-12-2021,Senior,Permanent,Active,Assigned,07-05-2024
725394,Sai Krishna,18-04-1998,Female,Contract,Division B,Marketing,External,03-01-2020,05-08-2019,Junior,Contractual,Active,Assigned,08-09-2021
492064,Krishna Nair,18-04-1971,Male,Part-time,Division C,Operations,Internal,01-06-2022,14-05-2022,Mid,Permanent,Active,Unassigned,07-06-2021
159149,Vihaan Agarwal,17-04-1971,Male,Full-time,Division C,Operations,External,25-01-2023,10-04-2022,Lead,Temporary,Inactive,Unassigned,03-05-2022
949172,Riya Pandey,27-01-2000,Female,Contract,Division C,Operations,External,04-01-2024,29-05-2023,Mid,Contractual,Active,Assigned,28-12-2022
593857,Sai Krishna,06-01-1979,Female,Part-time,Division C,Operations,External,24-02-2020,05-11-2019,Senior,Permanent,Active,Assigned,22-01-2024
358933,Anika Desai,27-09-1966,Female,Full-time,Division A,Operations,External,03-07-2024,27-04-2020,Mid,Permanent,Active,Unassigned,26-12-2023
740199,Myra Kapoor,29-12-1971,Male,Part-time,Division B,Operations,External,02-03-2023,21-06-2021,Mid,Permanent,Active,Unassigned,08-09-2020
824361,Aarya Mishra,15-04-1994,Female,Part-time,Division B,Marketing,External,17-03-2021,22-04-2020,Junior,Contractual,Active,Unassigned,04-05-2023
455617,Ananya Mehta,16-09-1970,Male,Part-time,Division A,Marketing,External,16-06-2024,15-01-2024,Mid,Contractual,Active,Unassigned,30-03-2020
112874,Vihaan Agarwal,14-04-1971,Female,Part-time,Division B,Operations,External,13-06-2020,19-06-2019,Lead,Temporary,Inactive,Unassigned,08-08-2020
715200,Aadhya Verma,19-08-1999,Male,Full-time,Division B,Operations,Internal,04-12-2022,27-03-2020,Mid,Contractual,Inactive,Assigned,02-02-2021
684681,Reyansh Gupta,02-11-1972,Female,Part-time,Division B,Operations,Internal,19-04-2023,01-01-2022,Senior,Temporary,Active,Assigned,28-09-2021
544932,Aarohi Jain,25-04-1992,Female,Full-time,Division C,Operations,External,08-07-2023,17-04-2021,Mid,Temporary,Active,Assigned,14-06-2020
474829,Aditya Kumar,26-08-1973,Female,Full-time,Division C,Operations,Internal,02-11-2021,24-10-2021,Lead,Permanent,Inactive,Unassigned,29-11-2021
835787,Sai Krishna,23-06-1985,Female,Part-time,Division B,Operations,External,01-07-2020,16-11-2019,Mid,Temporary,Active,Assigned,18-09-2022
428967,Ira Joshi,31-01-1993,Female,Full-time,Division A,Operations,Internal,20-01-2021,06-04-2020,Senior,Temporary,Active,Assigned,23-02-2021
203657,Riya Pandey,11-11-1977,Female,Part-time,Division A,Marketing,External,24-01-2022,08-02-2020,Senior,Temporary,Active,Unassigned,21-05-2022
194878,Ishaan Singh,09-09-1976,Male,Part-time,Division A,Operations,Internal,04-01-2021,11-03-2020,Junior,Contractual,Active,Assigned,20-11-2021
966558,Ira Joshi,28-10-1995,Male,Part-time,Division B,Operations,External,04-03-2024,23-11-2023,Junior,Contractual,Active,Unassigned,19-06-2020
267394,Aadhya Verma,21-03-1995,Male,Full-time,Division A,Operations,External,10-12-2021,21-08-2020,Senior,Contractual,Active,Unassigned,05-04-2022
420172,Vihaan Agarwal,22-07-1966,Female,Full-time,Division A,Marketing,External,20-07-2023,20-02-2020,Mid,Contractual,Active,Unassigned,16-04-2023
121599,Ananya Mehta,14-07-1968,Female,Part-time,Division B,Marketing,Internal,08-01-2024,03-05-2021,Senior,Contractual,Inactive,Assigned,16-06-2024
697578,Sai Krishna,24-11-1994,Male,Full-time,Division C,Operations,Internal,15-11-2022,07-04-2022,Lead,Temporary,Inactive,Assigned,29-06-2021
449944,Ayaan Roy,23-05-2000,Female,Full-time,Division C,Operations,Internal,24-05-2022,21-07-2021,Mid,Contractual,Active,Unassigned,21-06-2022
467082,Reyansh Gupta,22-07-1987,Female,Full-time,Division A,Operations,External,17-09-2021,26-01-2021,Lead,Permanent,Active,Unassigned,30-01-2021
586292,Aarohi Jain,30-11-1968,Female,Contract,Division A,Marketing,External,26-04-2024,07-12-2021,Mid,Permanent,Inactive,Assigned,30-06-2021
295198,Ananya Mehta,06-12-1990,Female,Part-time,Division B,Operations,Internal,07-10-2023,06-09-2023,Junior,Temporary,Active,Assigned,03-04-2024
352124,Aarav Sharma,13-07-1971,Female,Full-time,Division A,Operations,Internal,26-10-2020,28-05-2020,Senior,Contractual,Active,Assigned,21-01-2023
371952,Aarav Sharma,22-12-1976,Male,Contract,Division C,Operations,Internal,29-01-2022,22-07-2021,Senior,Temporary,Active,Unassigned,28-07-2023
318307,Reyansh Gupta,20-03-1997,Male,Contract,Division A,Marketing,Internal,20-02-2020,31-03-2019,Mid,Temporary,Inactive,Unassigned,13-02-2021
315858,Riya Pandey,21-08-1971,Female,Full-time,Division B,Operations,External,13-03-2021,24-04-2020,Lead,Permanent,Active,Unassigned,27-05-2022
655711,Ayaan Roy,16-01-2000,Female,Part-time,Division A,Marketing,Internal,10-04-2022,17-11-2021,Lead,Contractual,Inactive,Assigned,02-11-2020
760315,Aditya Kumar,05-01-1967,Female,Part-time,Division A,Marketing,External,08-08-2020,22-12-2019,Lead,Temporary,Active,Unassigned,05-04-2021
376589,Ishaan Singh,02-07-1994,Female,Part-time,Division C,Operations,Internal,04-01-2022,06-05-2021,Junior,Temporary,Active,Assigned,11-06-2024
523761,Reyansh Gupta,05-02-1994,Male,Full-time,Division C,Operations,Internal,08-10-2021,20-01-2021,Lead,Temporary,Active,Assigned,13-12-2022
154952,Reyansh Gupta,05-09-1986,Male,Full-time,Division A,Operations,Internal,09-03-2020,18-01-2020,Senior,Temporary,Inactive,Assigned,01-06-2024
120979,Avni Shukla,08-01-1971,Female,Contract,Division C,Operations,Internal,30-07-2023,28-02-2023,Mid,Contractual,Active,Unassigned,28-02-2024
219618,Aarya Mishra,13-07-1982,Male,Full-time,Division A,Operations,Internal,23-01-2023,07-03-2022,Mid,Temporary,Inactive,Assigned,25-01-2021
974426,Riya Pandey,03-06-1999,Female,Part-time,Division C,Operations,Internal,27-05-2020,03-10-2019,Junior,Contractual,Active,Unassigned,19-12-2021
978002,Diya Shah,10-04-1988,Female,Part-time,Division B,Operations,External,29-03-2022,01-12-2021,Mid,Contractual,Inactive,Unassigned,19-02-2020
404562,Ananya Mehta,10-11-1979,Female,Part-time,Division C,Marketing,Internal,26-01-2022,15-07-2020,Junior,Contractual,Active,Unassigned,16-07-2021
603029,Reyansh Gupta,23-09-2005,Male,Part-time,Division B,Marketing,External,12-04-2021,10-07-2020,Lead,Contractual,Active,Unassigned,23-07-2023
720699,Anika Desai,26-07-1971,Male,Contract,Division C,Operations,Internal,17-10-2022,02-04-2020,Junior,Temporary,Inactive,Unassigned,14-10-2020
304761,Vivaan Patel,10-09-1970,Female,Full-time,Division C,Operations,External,28-07-2023,21-05-2023,Lead,Temporary,Active,Unassigned,08-12-2022
279253,Diya Shah,10-01-1985,Male,Contract,Division C,Operations,External,20-11-2022,20-06-2022,Junior,Temporary,Active,Unassigned,31-01-2020
729709,Vihaan Agarwal,22-04-1979,Female,Part-time,Division C,Operations,External,04-03-2021,04-10-2020,Junior,Temporary,Active,Unassigned,27-07-2021
729449,Sai Krishna,19-12-1983,Male,Full-time,Division B,Operations,External,07-12-2021,29-09-2021,Lead,Permanent,Active,Assigned,25-07-2021
856659,Ananya Mehta,18-05-2002,Male,Contract,Division B,Operations,Internal,07-09-2023,07-01-2022,Lead,Contractual,Active,Assigned,25-02-2024
510481,Aadhya Verma,15-05-1987,Male,Part-time,Division C,Marketing,External,27-04-2022,07-09-2021,Junior,Temporary,Inactive,Assigned,27-06-2024
353377,Riya Pandey,18-03-1987,Female,Part-time,Division C,Marketing,Internal,02-09-2023,27-02-2022,Mid,Temporary,Active,Assigned,23-08-2021
388188,Ishaan Singh,22-10-1980,Female,Full-time,Division C,Marketing,Internal,10-11-2023,12-05-2020,Mid,Contractual,Inactive,Unassigned,14-09-2021
865648,Riya Pandey,15-02-1999,Male,Contract,Division B,Operations,External,23-06-2024,23-08-2023,Senior,Contractual,Inactive,Assigned,04-04-2023
799289,Myra Kapoor,11-02-1995,Female,Part-time,Division B,Operations,External,17-01-2020,13-06-2019,Senior,Contractual,Active,Unassigned,27-10-2020
242915,Arjun Reddy,27-11-1992,Male,Full-time,Division B,Marketing,Internal,18-09-2022,26-06-2022,Junior,Permanent,Active,Assigned,27-06-2022
322415,Vivaan Patel,31-03-2000,Female,Contract,Division C,Operations,Internal,05-06-2021,24-08-2020,Senior,Temporary,Active,Unassigned,24-02-2020
603479,Ira Joshi,24-10-1964,Male,Full-time,Division C,Marketing,Internal,18-08-2020,13-06-2020,Mid,Temporary,Active,Unassigned,06-03-2023
885521,Ananya Mehta,28-10-1984,Female,Contract,Division B,Marketing,Internal,22-10-2023,16-05-2020,Senior,Permanent,Active,Unassigned,21-06-2023
509382,Aditya Kumar,29-01-1986,Female,Full-time,Division B,Operations,External,09-07-2024,02-09-2022,Mid,Permanent,Active,Unassigned,18-07-2020
727606,Vihaan Agarwal,28-06-1996,Female,Part-time,Division A,Operations,Internal,14-10-2020,21-01-2020,Senior,Temporary,Active,Unassigned,23-12-2022
174852,Ishaan Singh,30-08-1969,Female,Part-time,Division C,Marketing,External,04-06-2023,23-03-2023,Junior,Temporary,Active,Unassigned,30-11-2022
711375,Ananya Mehta,04-05-1977,Female,Full-time,Division C,Operations,External,31-10-2022,16-01-2022,Senior,Contractual,Active,Assigned,10-04-2022
886569,Aadhya Verma,19-06-2006,Male,Full-time,Division A,Operations,Internal,07-03-2021,14-02-2021,Lead,Permanent,Active,Unassigned,11-03-2021
753579,Avni Shukla,08-08-1983,Female,Part-time,Division C,Operations,External,30-05-2024,18-10-2021,Mid,Contractual,Active,Assigned,09-08-2021
945269,Anika Desai,17-08-1980,Female,Part-time,Division A,Operations,External,16-06-2023,09-05-2023,Mid,Permanent,Active,Unassigned,02-04-2022
572118,Vivaan Patel,11-02-2006,Male,Part-time,Division C,Operations,External,03-04-2023,21-10-2022,Senior,Temporary,Active,Assigned,12-09-2021
626185,Ishaan Singh,05-05-1966,Female,Part-time,Division B,Marketing,Internal,22-12-2022,22-02-2020,Lead,Permanent,Inactive,Unassigned,27-11-2023
945698,Anika Desai,30-10-1981,Male,Full-time,Division B,Operations,Internal,26-11-2022,07-08-2022,Senior,Permanent,Active,Assigned,09-03-2024
820473,Aarohi Jain,05-05-1977,Female,Full-time,Division A,Operations,External,11-01-2023,18-04-2022,Lead,Temporary,Active,Unassigned,20-01-2021
734623,Vihaan Agarwal,25-07-1971,Male,Part-time,Division B,Operations,Internal,25-06-2024,13-07-2021,Mid,Permanent,Active,Unassigned,02-11-2023
931842,Ayaan Roy,04-10-1987,Male,Full-time,Division A,Operations,Internal,19-08-2022,07-05-2020,Mid,Temporary,Active,Unassigned,15-04-2021
501408,Aarav Sharma,09-02-1965,Male,Full-time,Division B,Operations,External,07-05-2020,26-05-2019,Lead,Permanent,Inactive,Unassigned,17-01-2022
169192,Vihaan Agarwal,19-11-1982,Female,Contract,Division C,Marketing,External,05-04-2021,08-02-2021,Mid,Temporary,Active,Unassigned,17-09-2023
642333,Diya Shah,07-06-1971,Female,Contract,Division A,Marketing,External,11-01-2021,17-08-2020,Junior,Permanent,Active,Unassigned,06-05-2021
684744,Sai Krishna,01-05-1969,Female,Part-time,Division B,Operations,External,21-09-2022,31-08-2022,Senior,Permanent,Active,Unassigned,13-07-2023
135918,Reyansh Gupta,21-12-1970,Female,Part-time,Division A,Operations,Internal,27-07-2020,16-07-2020,Junior,Contractual,Active,Assigned,14-05-2024
557735,Avni Shukla,23-09-1985,Female,Contract,Division B,Operations,Internal,29-08-2022,18-04-2020,Senior,Temporary,Active,Assigned,09-03-2021
141580,Vivaan Patel,14-05-1999,Male,Contract,Division A,Operations,External,16-03-2021,23-07-2020,Senior,Permanent,Inactive,Assigned,04-04-2023
244280,Vivaan Patel,06-01-1975,Female,Contract,Division C,Operations,Internal,29-05-2020,05-05-2020,Lead,Temporary,Active,Unassigned,02-07-2022
380520,Vivaan Patel,01-06-1993,Female,Contract,Division B,Operations,Internal,11-12-2021,08-01-2021,Lead,Permanent,Active,Unassigned,12-06-2020
290800,Aditya Kumar,08-03-1995,Male,Contract,Division B,Operations,Internal,25-07-2021,13-02-2021,Junior,Contractual,Active,Unassigned,05-01-2022
570072,Ananya Mehta,06-03-1986,Female,Full-time,Division B,Marketing,External,26-10-2021,01-04-2021,Lead,Permanent,Active,Assigned,27-06-2021
848584,Aadhya Verma,01-10-1980,Male,Contract,Division B,Marketing,External,20-01-2024,16-06-2023,Senior,Permanent,Inactive,Unassigned,12-09-2023
308240,Sai Krishna,03-09-2003,Female,Part-time,Division B,Marketing,External,29-10-2022,29-11-2021,Junior,Temporary,Active,Assigned,13-11-2020
160273,Riya Pandey,21-10-1996,Female,Full-time,Division B,Operations,External,24-01-2020,27-04-2019,Lead,Temporary,Active,Unassigned,27-03-2022
797384,Vihaan Agarwal,12-04-1972,Male,Part-time,Division B,Operations,External,10-08-2023,03-07-2022,Senior,Temporary,Active,Assigned,23-11-2023
162159,Ananya Mehta,14-02-1976,Male,Contract,Division B,Operations,External,28-03-2024,03-06-2021,Junior,Temporary,Active,Unassigned,22-07-2022
982295,Riya Pandey,08-09-1967,Male,Part-time,Division B,Marketing,Internal,13-06-2024,17-10-2022,Senior,Contractual,Active,Unassigned,16-01-2021
333404,Myra Kapoor,20-11-1994,Female,Full-time,Division A,Marketing,Internal,25-01-2024,21-04-2021,Junior,Permanent,Active,Assigned,24-10-2022
147290,Ira Joshi,25-09-1972,Male,Full-time,Division B,Operations,Internal,27-11-2023,25-02-2021,Junior,Temporary,Active,Assigned,16-10-2023
606959,Ayaan Roy,20-07-1988,Female,Contract,Division A,Operations,Internal,18-02-2024,17-12-2021,Junior,Contractual,Inactive,Unassigned,20-02-2020
607568,Anika Desai,16-12-1999,Male,Full-time,Division B,Marketing,External,26-11-2022,03-04-2020,Lead,Permanent,Active,Unassigned,20-12-2022
315983,Krishna Nair,22-05-1986,Female,Part-time,Division C,Operations,Internal,19-09-2021,11-11-2020,Lead,Permanent,Active,Unassigned,07-03-2021
497357,Anika Desai,09-06-1994,Female,Full-time,Division C,Operations,External,12-04-2022,11-10-2020,Lead,Temporary,Active,Assigned,22-07-2021
956480,Aditya Kumar,07-10-1963,Male,Part-time,Division C,Marketing,Internal,25-02-2024,16-10-2023,Junior,Temporary,Active,Unassigned,12-05-2020
170931,Ishaan Singh,14-09-1967,Female,Contract,Division C,Operations,External,29-08-2023,04-07-2020,Mid,Temporary,Inactive,Assigned,26-12-2022
430364,Aarohi Jain,24-07-1965,Female,Part-time,Division C,Marketing,Internal,02-03-2020,22-04-2019,Junior,Contractual,Active,Unassigned,13-02-2024
645979,Ayaan Roy,04-09-1988,Female,Full-time,Division B,Marketing,External,30-04-2024,19-10-2021,Mid,Temporary,Active,Unassigned,04-01-2022
483333,Aditya Kumar,14-11-1980,Male,Part-time,Division A,Operations,External,12-09-2022,23-08-2022,Senior,Temporary,Active,Unassigned,14-06-2021
220662,Anika Desai,14-08-1983,Female,Full-time,Division A,Operations,Internal,30-11-2021,07-01-2021,Mid,Temporary,Active,Assigned,21-01-2020
128890,Reyansh Gupta,13-03-1971,Female,Contract,Division B,Operations,External,21-05-2021,11-12-2020,Mid,Contractual,Inactive,Assigned,21-02-2024
815158,Reyansh Gupta,03-04-1987,Male,Part-time,Division C,Operations,Internal,30-09-2021,02-12-2020,Mid,Permanent,Active,Assigned,26-06-2021
659262,Aadhya Verma,10-09-1967,Male,Full-time,Division C,Marketing,Internal,17-08-2022,25-06-2020,Mid,Contractual,Active,Unassigned,29-04-2023
341162,Anika Desai,28-08-1970,Female,Part-time,Division B,Marketing,Internal,15-01-2022,29-08-2020,Senior,Temporary,Active,Assigned,08-07-2023
487758,Ananya Mehta,02-02-1992,Male,Contract,Division B,Marketing,External,11-02-2020,22-06-2019,Mid,Temporary,Active,Unassigned,22-10-2022
989794,Riya Pandey,02-06-1971,Male,Part-time,Division A,Operations,External,30-12-2020,09-12-2020,Senior,Temporary,Active,Unassigned,23-01-2023
156283,Ira Joshi,16-04-1983,Female,Part-time,Division A,Operations,External,22-05-2024,09-01-2023,Junior,Contractual,Inactive,Assigned,08-10-2022
216961,Ishaan Singh,01-05-1974,Male,Part-time,Division C,Operations,Internal,17-05-2020,20-07-2019,Senior,Permanent,Active,Assigned,30-11-2022
107154,Arjun Reddy,16-06-1973,Male,Contract,Division C,Operations,External,18-04-2020,22-06-2019,Lead,Permanent,Active,Assigned,04-10-2022
214500,Vihaan Agarwal,16-08-1994,Male,Contract,Division B,Operations,External,26-09-2023,04-09-2023,Junior,Contractual,Active,Unassigned,04-03-2023
641567,Ayaan Roy,22-03-1998,Female,Contract,Division C,Operations,Internal,19-12-2022,19-02-2021,Mid,Permanent,Inactive,Assigned,09-02-2023
843807,Aadhya Verma,10-07-1983,Male,Contract,Division A,Operations,External,24-08-2022,10-12-2020,Mid,Temporary,Active,Unassigned,27-08-2023
563145,Aarya Mishra,27-09-2000,Male,Part-time,Division C,Operations,External,29-06-2021,22-01-2021,Junior,Permanent,Active,Assigned,18-11-2022
962483,Reyansh Gupta,14-05-1995,Female,Contract,Division B,Operations,External,15-03-2021,09-08-2020,Lead,Contractual,Inactive,Assigned,22-05-2021
688349,Reyansh Gupta,12-03-1966,Male,Contract,Division B,Marketing,External,04-10-2020,28-04-2020,Lead,Temporary,Active,Assigned,17-06-2022
925013,Krishna Nair,18-06-1985,Male,Full-time,Division A,Marketing,External,25-04-2022,19-04-2021,Junior,Temporary,Active,Assigned,28-12-2023
847364,Sai Krishna,23-01-1990,Male,Part-time,Division C,Operations,External,26-01-2022,12-08-2021,Lead,Temporary,Active,Unassigned,03-08-2020
622480,Riya Pandey,23-05-2000,Male,Contract,Division B,Operations,External,06-04-2022,08-05-2021,Senior,Contractual,Active,Unassigned,18-06-2020
992944,Arjun Reddy,25-05-1964,Female,Contract,Division B,Operations,Internal,20-03-2020,11-10-2019,Senior,Contractual,Inactive,Assigned,19-05-2022
277815,Vihaan Agarwal,01-04-1999,Female,Contract,Division C,Marketing,External,18-09-2021,14-12-2020,Senior,Contractual,Active,Assigned,23-02-2021
589993,Ayaan Roy,02-09-1975,Female,Full-time,Division B,Operations,Internal,15-10-2023,26-07-2020,Lead,Temporary,Active,Unassigned,03-07-2020
853919,Myra Kapoor,30-07-1986,Male,Part-time,Division C,Operations,External,13-03-2024,12-08-2020,Lead,Temporary,Active,Unassigned,15-04-2023
427529,Krishna Nair,04-06-1991,Male,Full-time,Division B,Operations,Internal,29-10-2022,26-04-2022,Lead,Contractual,Active,Assigned,19-09-2020
765356,Anika Desai,02-05-1996,Female,Full-time,Division B,Marketing,Internal,25-07-2023,23-07-2020,Junior,Contractual,Active,Assigned,13-09-2021
718268,Myra Kapoor,08-06-2004,Male,Contract,Division A,Marketing,External,14-06-2021,20-04-2021,Lead,Temporary,Active,Unassigned,23-04-2023
554884,Krishna Nair,07-02-1983,Male,Contract,Division B,Operations,External,14-06-2020,14-09-2019,Lead,Contractual,Active,Assigned,01-07-2021
265101,Avni Shukla,15-11-1993,Male,Full-time,Division B,Marketing,External,06-06-2022,05-03-2021,Mid,Permanent,Active,Assigned,21-07-2023
521194,Aarohi Jain,17-06-1995,Female,Full-time,Division B,Operations,Internal,21-12-2023,01-04-2021,Mid,Permanent,Active,Assigned,08-06-2024
318714,Reyansh Gupta,16-08-1980,Female,Full-time,Division B,Marketing,External,11-07-2022,01-06-2022,Senior,Permanent,Inactive,Unassigned,22-03-2021
321479,Aadhya Verma,21-09-1969,Male,Contract,Division A,Operations,External,25-11-2020,21-04-2020,Junior,Contractual,Active,Unassigned,15-04-2021
274421,Diya Shah,05-12-1988,Male,Part-time,Division C,Operations,External,16-12-2023,27-12-2020,Lead,Temporary,Inactive,Unassigned,03-12-2022
156499,Ananya Mehta,06-01-1993,Female,Full-time,Division B,Marketing,External,18-11-2021,25-06-2021,Mid,Permanent,Inactive,Unassigned,14-03-2020
107303,Myra Kapoor,25-07-1964,Female,Full-time,Division B,Marketing,Internal,04-08-2022,25-01-2020,Lead,Permanent,Active,Unassigned,02-05-2020
340127,Aarohi Jain,21-04-2003,Female,Contract,Division C,Operations,External,23-10-2020,07-09-2020,Senior,Temporary,Active,Unassigned,09-03-2022
545640,Vivaan Patel,04-01-1997,Male,Full-time,Division C,Operations,Internal,30-06-2021,15-04-2021,Senior,Temporary,Active,Assigned,22-10-2020
379517,Diya Shah,03-11-1993,Male,Contract,Division B,Operations,External,26-08-2023,27-01-2023,Lead,Temporary,Active,Unassigned,05-02-2024
492906,Ishaan Singh,21-05-1991,Female,Full-time,Division C,Operations,Internal,11-01-2024,19-07-2023,Mid,Permanent,Inactive,Unassigned,27-09-2021
987109,Aadhya Verma,17-10-1974,Male,Part-time,Division C,Operations,Internal,16-11-2021,07-02-2021,Senior,Contractual,Active,Unassigned,31-12-2020
666989,Aarya Mishra,10-02-1989,Female,Contract,Division C,Operations,External,03-04-2024,12-03-2024,Lead,Permanent,Active,Assigned,13-08-2021
686242,Ira Joshi,08-11-1966,Male,Part-time,Division C,Marketing,External,18-09-2022,22-10-2021,Lead,Contractual,Active,Unassigned,20-12-2021
947516,Anika Desai,17-12-1977,Male,Full-time,Division A,Operations,External,15-02-2024,13-04-2022,Lead,Permanent,Active,Assigned,28-07-2021
716229,Diya Shah,30-03-1968,Male,Full-time,Division A,Operations,Internal,19-09-2023,03-05-2020,Senior,Contractual,Active,Assigned,13-10-2021
245039,Vivaan Patel,13-08-1997,Female,Part-time,Division A,Marketing,Internal,09-06-2024,16-10-2023,Lead,Temporary,Active,Unassigned,27-11-2022
195635,Vihaan Agarwal,28-07-2000,Male,Contract,Division A,Marketing,Internal,23-05-2023,04-01-2020,Junior,Permanent,Inactive,Assigned,20-04-2021
570410,Vihaan Agarwal,10-01-1980,Male,Contract,Division C,Operations,Internal,23-07-2021,23-02-2021,Lead,Contractual,Active,Assigned,24-05-2022
596276,Vivaan Patel,25-04-2006,Male,Part-time,Division B,Operations,External,10-02-2024,26-07-2022,Junior,Contractual,Active,Unassigned,08-09-2020
238925,Krishna Nair,02-08-1967,Female,Contract,Division C,Marketing,External,14-04-2024,12-02-2024,Lead,Permanent,Inactive,Unassigned,01-10-2022
481697,Aditya Kumar,22-01-1975,Male,Part-time,Division C,Marketing,Internal,03-04-2020,18-09-2019,Lead,Permanent,Active,Assigned,08-12-2020
114477,Vihaan Agarwal,13-06-1998,Female,Part-time,Division A,Marketing,Internal,29-05-2023,02-01-2023,Senior,Temporary,Active,Unassigned,19-05-2020
699454,Ayaan Roy,06-02-1991,Male,Part-time,Division C,Marketing,External,19-05-2022,03-06-2021,Mid,Contractual,Active,Unassigned,23-06-2023
857844,Aadhya Verma,09-04-1984,Female,Part-time,Division B,Operations,External,16-12-2022,09-03-2022,Junior,Permanent,Active,Assigned,06-11-2021
707619,Aadhya Verma,24-11-1970,Male,Part-time,Division B,Operations,Internal,25-12-2022,07-08-2022,Lead,Contractual,Active,Unassigned,28-06-2021
182702,Ayaan Roy,09-02-1990,Female,Contract,Division A,Operations,Internal,25-02-2020,01-07-2019,Mid,Permanent,Active,Assigned,15-01-2023
278724,Anika Desai,20-07-1983,Male,Part-time,Division C,Marketing,Internal,09-09-2020,09-05-2020,Junior,Temporary,Inactive,Unassigned,31-08-2023
632361,Sai Krishna,27-09-1974,Male,Contract,Division B,Marketing,Internal,02-02-2021,17-08-2020,Senior,Permanent,Active,Assigned,18-08-2020
317555,Aarohi Jain,04-04-1973,Female,Full-time,Division B,Operations,Internal,03-07-2022,09-02-2021,Junior,Contractual,Active,Unassigned,17-05-2024
